,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
3827,Sinnoh Safari Area Zone 5,Venipede,543,29,33,Poison Barb,Required,Rare,Land,sprites/venipede.png,M/Ni,29-33,Sinnoh Safari Area Zone,,,29,True,1,True,29-33,3
3828,Sinnoh Safari Area Zone 6,Arbok,24,24,28,Poison Barb,,Common,Land,sprites/arbok.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3829,Sinnoh Safari Area Zone 6,Chingling,433,24,28,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3830,Sinnoh Safari Area Zone 6,Ducklett,580,24,28,,,Uncommon,Land,sprites/ducklett.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3831,Sinnoh Safari Area Zone 6,Ekans,23,24,28,,,Common,Land,sprites/ekans.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3832,Sinnoh Safari Area Zone 6,Espurr,677,24,28,,,Rare,Land,sprites/espurr.png,D,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3833,Sinnoh Safari Area Zone 6,Goomy,704,24,28,Roseli Berry,Required,Rare,Land,sprites/goomy.png,M/D,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3834,Sinnoh Safari Area Zone 6,Lotad,270,24,28,Mental Herb,,Common,Land,sprites/lotad.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3835,Sinnoh Safari Area Zone 6,Munna,517,24,28,,,Rare,Land,sprites/munna.png,M/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3836,Sinnoh Safari Area Zone 6,Spewpa,665,24,28,,,Uncommon,Land,sprites/spewpa.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,9,False,,3
3837,Sinnoh Victory Road 1F,Gabite,444,45,49,,,Rare,Land,sprites/gabite.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3838,Sinnoh Victory Road 1F,Golbat,42,45,49,,,Common,Land,sprites/golbat.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3839,Sinnoh Victory Road 1F,Graveler,75,45,49,,,Common,Land,sprites/graveler.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3840,Sinnoh Victory Road 1F,Machoke,67,45,49,,,Common,Land,sprites/machoke.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3841,Sinnoh Victory Road 1F,Medicham,308,45,49,,,Rare,Land,sprites/medicham.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3842,Sinnoh Victory Road 1F,Onix,95,45,49,,,Uncommon,Land,sprites/onix.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3843,Sinnoh Victory Road 1F,Rhydon,112,45,49,,,Uncommon,Land,sprites/rhydon.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3844,Sinnoh Victory Road 1F,Rhyhorn,111,45,49,,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3845,Sinnoh Victory Road 1F,Steelix,208,45,49,,,Rare,Land,sprites/steelix.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,9,False,,3
3846,Sinnoh Victory Road 2F,Gabite,444,45,49,,,Rare,Land,sprites/gabite.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3847,Sinnoh Victory Road 2F,Golbat,42,45,49,,,Common,Land,sprites/golbat.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3848,Sinnoh Victory Road 2F,Graveler,75,45,49,,,Common,Land,sprites/graveler.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3849,Sinnoh Victory Road 2F,Kadabra,64,42,45,,,Rare,Land,sprites/kadabra.png,M/D/Ni,42-45,Sinnoh Victory Road,,,45,False,1,False,,4
3850,Sinnoh Victory Road 2F,Machoke,67,45,49,,,Common,Land,sprites/machoke.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3851,Sinnoh Victory Road 2F,Magneton,82,45,49,,,Common,Land,sprites/magneton.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3852,Sinnoh Victory Road 2F,Medicham,308,45,49,,,Rare,Land,sprites/medicham.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3853,Sinnoh Victory Road 2F,Onix,95,45,49,,,Uncommon,Land,sprites/onix.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,1
3854,Sinnoh Victory Road 2F,Steelix,208,45,49,,,Rare,Land,sprites/steelix.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,8,False,,4
3855,Sinnoh Victory Road B1F,Azumarill,184,45,49,,,Uncommon,Land,sprites/azumarill.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,3
3856,Sinnoh Victory Road B1F,Deino,633,45,49,,,Rare,Land,sprites/deino.png,Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,3
3857,Sinnoh Victory Road B1F,Floatzel,419,45,49,,,Uncommon,Land,sprites/floatzel.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,3
3858,Sinnoh Victory Road B1F,Golbat,42,45,49,,,Common,Land,sprites/golbat.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,2
3859,Sinnoh Victory Road B1F,Graveler,75,45,49,,,Common,Land,sprites/graveler.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,2
3860,Sinnoh Victory Road B1F,Medicham,308,45,49,,,Rare,Land,sprites/medicham.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,3
3861,Sinnoh Victory Road B1F,Mienfoo,619,30,34,,Required,Rare,Land,sprites/mienfoo.png,M/D/Ni,30-34,Sinnoh Victory Road,,,45,False,1,False,,3
3862,Sinnoh Victory Road B1F,Onix,95,45,49,,,Uncommon,Land,sprites/onix.png,M/D/Ni,45-49,Sinnoh Victory Road,,,45,True,7,False,,3
3863,Sinnoh Victory Road B1F Deep,Azumarill,184,50,54,,,Uncommon,Land,sprites/azumarill.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,2
3864,Sinnoh Victory Road B1F Deep,Dewgong,87,50,54,,,Common,Land,sprites/dewgong.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3865,Sinnoh Victory Road B1F Deep,Floatzel,419,50,54,,,Rare,Land,sprites/floatzel.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3866,Sinnoh Victory Road B1F Deep,Gabite,444,50,54,,,Rare,Land,sprites/gabite.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3867,Sinnoh Victory Road B1F Deep,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3868,Sinnoh Victory Road B1F Deep,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3869,Sinnoh Victory Road B1F Deep,Machoke,67,50,54,,,Common,Land,sprites/machoke.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3870,Sinnoh Victory Road B1F Deep,Medicham,308,50,54,,,Rare,Land,sprites/medicham.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3871,Sinnoh Victory Road B1F Deep,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,2
3872,Sinnoh Victory Road B1F Deep,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,10,False,,4
3873,Sinnoh Victory Road B1F Deep Entrance,Gabite,444,50,54,,,Rare,Land,sprites/gabite.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,4
3874,Sinnoh Victory Road B1F Deep Entrance,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,3
3875,Sinnoh Victory Road B1F Deep Entrance,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,3
3876,Sinnoh Victory Road B1F Deep Entrance,Machoke,67,50,54,,,Common,Land,sprites/machoke.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,3
3877,Sinnoh Victory Road B1F Deep Entrance,Medicham,308,50,54,,,Rare,Land,sprites/medicham.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,4
3878,Sinnoh Victory Road B1F Deep Entrance,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,1
3879,Sinnoh Victory Road B1F Deep Entrance,Scraggy,559,50,54,,,Rare,Land,sprites/scraggy.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,4
3880,Sinnoh Victory Road B1F Deep Entrance,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,8,False,,4
3881,Sinnoh Victory Road B1F Deep Exit,Floatzel,419,50,54,,,Rare,Land,sprites/floatzel.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,5
3882,Sinnoh Victory Road B1F Deep Exit,Gabite,444,50,54,,,Rare,Land,sprites/gabite.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,5
3883,Sinnoh Victory Road B1F Deep Exit,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,3
3884,Sinnoh Victory Road B1F Deep Exit,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,3
3885,Sinnoh Victory Road B1F Deep Exit,Machoke,67,50,54,,,Common,Land,sprites/machoke.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,3
3886,Sinnoh Victory Road B1F Deep Exit,Medicham,308,50,54,,,Rare,Land,sprites/medicham.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,5
3887,Sinnoh Victory Road B1F Deep Exit,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,1
3888,Sinnoh Victory Road B1F Deep Exit,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,5
3889,Sinnoh Victory Road B1F Deep Exit,Timburr,532,50,54,,Required,Rare,Land,sprites/timburr.png,M/D/Ni,50-54,Sinnoh Victory Road,,,50,True,9,False,,5
3890,Sky Pillar 1F,Ariados,168,48,51,,,Uncommon,Land,sprites/ariados.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,2
3891,Sky Pillar 1F,Banette,354,48,51,,,Uncommon,Land,sprites/banette.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,2
3892,Sky Pillar 1F,Golbat,42,48,51,,,Common,Land,sprites/golbat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3893,Sky Pillar 1F,Sableye,302,48,51,Scope Lens,,Rare,Land,sprites/sableye.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,1
3894,Sky Pillar 1F,Spinarak,167,48,51,,,Common,Land,sprites/spinarak.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3895,Sky Pillar 1F,Zubat,41,48,51,,,Common,Land,sprites/zubat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3896,Sky Pillar 3F,Ariados,168,48,51,,,Uncommon,Land,sprites/ariados.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,1
3897,Sky Pillar 3F,Claydol,344,48,51,,,Rare,Land,sprites/claydol.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,2
3898,Sky Pillar 3F,Golbat,42,48,51,,,Common,Land,sprites/golbat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3899,Sky Pillar 3F,Mawile,303,48,51,,,Rare,Land,sprites/mawile.png,Ni,48-51,Sky Pillar,,,48,True,6,False,,2
3900,Sky Pillar 3F,Spinarak,167,48,51,,,Common,Land,sprites/spinarak.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3901,Sky Pillar 3F,Zubat,41,48,51,,,Common,Land,sprites/zubat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3902,Sky Pillar 5F,Altaria,334,48,51,,,Rare,Land,sprites/altaria.png,D,48-51,Sky Pillar,,,48,True,6,False,,2
3903,Sky Pillar 5F,Ariados,168,48,51,,,Uncommon,Land,sprites/ariados.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,1
3904,Sky Pillar 5F,Dusclops,356,48,51,Reaper Cloth,,Rare,Land,sprites/dusclops.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,2
3905,Sky Pillar 5F,Golbat,42,48,51,,,Common,Land,sprites/golbat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3906,Sky Pillar 5F,Spinarak,167,48,51,,,Common,Land,sprites/spinarak.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3907,Sky Pillar 5F,Zubat,41,48,51,,,Common,Land,sprites/zubat.png,M/D/Ni,48-51,Sky Pillar,,,48,True,6,False,,3
3908,Sleeping Path,Chingling,433,42,45,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,2
3909,Sleeping Path,Drowzee,96,42,45,,,Common,Land,sprites/drowzee.png,Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3910,Sleeping Path,Girafarig,203,42,45,Persim Berry,,Common,Land,sprites/girafarig.png,M/D,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3911,Sleeping Path,Glameow,431,42,45,Cheri Berry,,Uncommon,Land,sprites/glameow.png,M/D/Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,2
3912,Sleeping Path,Gloom,44,42,45,,,Common,Land,sprites/gloom.png,Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3913,Sleeping Path,Gothita,574,42,45,Persim Berry,,Rare,Land,sprites/gothita.png,M/D/Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,2
3914,Sleeping Path,Jigglypuff,39,42,44,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D,42-44,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3915,Sleeping Path,Munna,517,42,45,,Required,Rare,Land,sprites/munna.png,M/D/Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,2
3916,Sleeping Path,Natu,177,42,45,,,Common,Land,sprites/natu.png,M/D,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3917,Sleeping Path,Oddish,43,42,45,,,Common,Land,sprites/oddish.png,Ni,42-45,Sleeping Path,Sleeping Path,,42,True,10,False,,6
3918,Slowpoke Well,Bronzor,436,9,13,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,9-13,Slowpoke Well,Slowpoke Well,Johto,9,True,4,False,,4
3919,Slowpoke Well,Makuhita,296,9,13,Black Belt,,Common,Land,sprites/makuhita.png,M/D/Ni,9-13,Slowpoke Well,Slowpoke Well,Johto,9,True,4,False,,4
3920,Slowpoke Well,Slowpoke,79,9,13,Lagging Tail,,Common,Land,sprites/slowpoke.png,M/D/Ni,9-13,Slowpoke Well,Slowpoke Well,Johto,9,True,4,False,,4
3921,Slowpoke Well,Zubat,41,9,13,,,Common,Land,sprites/zubat.png,M/D/Ni,9-13,Slowpoke Well,Slowpoke Well,Johto,9,True,4,False,,4
3922,Slowpoke Well L1,Bronzor,436,8,12,Metal Coat,,Uncommon,Land,sprites/bronzor.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3923,Slowpoke Well L1,Chingling,433,8,12,,,Uncommon,Land,sprites/chingling.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3924,Slowpoke Well L1,Golbat,42,8,12,,,Common,Land,sprites/golbat.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3925,Slowpoke Well L1,Makuhita,296,8,12,Black Belt,,Uncommon,Land,sprites/makuhita.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3926,Slowpoke Well L1,Slowpoke,79,8,12,Lagging Tail,,Common,Land,sprites/slowpoke.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3927,Slowpoke Well L1,Zubat,41,8,12,,,Common,Land,sprites/zubat.png,M/D/Ni,8-12,Slowpoke Well,Slowpoke Well,Johto,8,True,6,False,,3
3928,Snowfall Valley,Furret,162,25,31,Sitrus Berry,,Common,Land,sprites/furret.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,3
3929,Snowfall Valley,Glameow,431,25,31,Cheri Berry,,Uncommon,Land,sprites/glameow.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,3
3930,Snowfall Valley,Kadabra,64,26,31,TwistedSpoon,,Uncommon,Land,sprites/kadabra.png,M/D/Ni,26-31,Snowfall Valley,Snowfall Valley,,26,True,1,False,,3
3931,Snowfall Valley,Magnemite,81,25,31,Metal Coat,,Common,Land,sprites/magnemite.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,3
3932,Snowfall Valley,Ralts,280,25,31,Dawn Stone,,Rare,Land,sprites/ralts.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,2
3933,Snowfall Valley,Swinub,220,25,27,Aspear Berry,,Common,Land,sprites/swinub.png,M/D/Ni,25-27,Snowfall Valley,Snowfall Valley,,26,False,7,False,,3
3934,Snowfall Valley,Torchic,255,25,31,,,Rare,Land,sprites/torchic.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,2
3935,Snowfall Valley,Vulpix,37,25,31,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,25-31,Snowfall Valley,Snowfall Valley,,26,False,7,False,,3
3936,Snowpoint Temple 1F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3937,Snowpoint Temple 1F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3938,Snowpoint Temple 1F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,1
3939,Snowpoint Temple 1F,Smoochum,238,50,54,,,Rare,Land,sprites/smoochum.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3940,Snowpoint Temple 1F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3941,Snowpoint Temple 1F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3942,Snowpoint Temple B1F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3943,Snowpoint Temple B1F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3944,Snowpoint Temple B1F,Jynx,124,50,54,,,Rare,Land,sprites/jynx.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3945,Snowpoint Temple B1F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,1
3946,Snowpoint Temple B1F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3947,Snowpoint Temple B1F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3948,Snowpoint Temple B2F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3949,Snowpoint Temple B2F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3950,Snowpoint Temple B2F,Jynx,124,50,54,,,Rare,Land,sprites/jynx.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3951,Snowpoint Temple B2F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,1
3952,Snowpoint Temple B2F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3953,Snowpoint Temple B2F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3954,Snowpoint Temple B3F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3955,Snowpoint Temple B3F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,2
3956,Snowpoint Temple B3F,Jynx,124,50,54,,,Rare,Land,sprites/jynx.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3957,Snowpoint Temple B3F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,1
3958,Snowpoint Temple B3F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3959,Snowpoint Temple B3F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,6,False,,3
3960,Snowpoint Temple B4F,Froslass,478,50,54,,Required,Rare,Land,sprites/froslass.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,4
3961,Snowpoint Temple B4F,Glalie,362,50,54,,,Common,Land,sprites/glalie.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,3
3962,Snowpoint Temple B4F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,3
3963,Snowpoint Temple B4F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,3
3964,Snowpoint Temple B4F,Jynx,124,50,54,,,Rare,Land,sprites/jynx.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,4
3965,Snowpoint Temple B4F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,2
3966,Snowpoint Temple B4F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,4
3967,Snowpoint Temple B4F,Snorunt,361,13,17,,,Uncommon,Land,sprites/snorunt.png,M/D/Ni,13-17,Snowpoint Temple,,,50,False,1,False,,2
3968,Snowpoint Temple B4F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,8,False,,4
3969,Snowpoint Temple B5F,Froslass,478,50,54,,Required,Rare,Land,sprites/froslass.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,4
3970,Snowpoint Temple B5F,Golbat,42,50,54,,,Common,Land,sprites/golbat.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,2
3971,Snowpoint Temple B5F,Graveler,75,50,54,,,Common,Land,sprites/graveler.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,2
3972,Snowpoint Temple B5F,Jynx,124,50,54,,,Rare,Land,sprites/jynx.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,4
3973,Snowpoint Temple B5F,Onix,95,50,54,,,Uncommon,Land,sprites/onix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,1
3974,Snowpoint Temple B5F,Sneasel,215,50,54,,,Rare,Land,sprites/sneasel.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,4
3975,Snowpoint Temple B5F,Steelix,208,50,54,,,Rare,Land,sprites/steelix.png,M/D/Ni,50-54,Snowpoint Temple,,,50,True,7,False,,4
3976,Spooky Path,Bronzor,436,25,30,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,4
3977,Spooky Path,Chingling,433,25,30,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,2
3978,Spooky Path,Dugtrio,51,25,30,Soft Sand,,Common,Land,sprites/dugtrio.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,4
3979,Spooky Path,Gastly,92,10,11,,,Common,Land,sprites/gastly.png,M/D/Ni,10-11,Spooky Path,Spooky Path,,25,False,1,False,,4
3980,Spooky Path,Hawlucha,701,25,30,King's Rock,,Rare,Land,sprites/hawlucha.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,2
3981,Spooky Path,Mimikyu,778,25,30,,Required,Rare,Land,sprites/mimikyu.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,2
3982,Spooky Path,Nosepass,299,25,30,Magnet,,Uncommon,Land,sprites/nosepass.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,2
3983,Spooky Path,Teddiursa,216,25,30,Sitrus Berry,,Common,Land,sprites/teddiursa.png,M/D/Ni,25-30,Spooky Path,Spooky Path,,25,True,7,False,,4
3984,Sprout Tower F1,Gastly,92,6,8,,,Common,Land,sprites/gastly.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,2
3985,Sprout Tower F1,Rattata,19,6,8,,,Common,Land,sprites/rattata.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,2
3986,Sprout Tower F1,Spinda,327,6,8,Chesto Berry,,Uncommon,Land,sprites/spinda.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,1
3987,Sprout Tower F2,Gastly,92,6,8,,,Common,Land,sprites/gastly.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,2
3988,Sprout Tower F2,Rattata,19,6,8,,,Common,Land,sprites/rattata.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,2
3989,Sprout Tower F2,Spinda,327,6,8,Chesto Berry,,Uncommon,Land,sprites/spinda.png,M/D/Ni,6-8,Sprout Tower,,,6,True,3,False,,1
